gene_id	mean_nucA_count	mean_nucC_count	mean_nucG_count	mean_nucT_count	mean_nucN_count	mean_nucO_count	mean_gene_length	mean_gc_content
ENSFDAG00000007753	1760.0	2514.0	2545.0	1267.0	0.0	0.0	8086.0	0.625649270344
ENSFDAG00000006522	410.0	478.0	563.0	333.0	0.0	0.0	1784.0	0.583520179372
ENSFDAG00000018866	228.0	303.0	358.0	185.0	0.0	0.0	1074.0	0.615456238361
ENSFDAG00000016024	1079.0	1201.0	1242.0	1022.0	0.0	0.0	4544.0	0.537632042254
ENSFDAG00000012527	417.5	678.0	595.0	492.0	0.0	0.0	2182.5	0.583276059565
ENSFDAG00000010447	486.0	695.0	678.0	450.0	0.0	0.0	2309.0	0.594629709831
ENSFDAG00000008126	1135.0	890.0	808.0	1059.0	0.0	0.0	3892.0	0.43627954779
ENSFDAG00000000119	209.0	367.0	443.0	196.0	0.0	0.0	1215.0	0.666666666667
ENSFDAG00000020916	454.0	802.0	789.0	496.0	0.0	0.0	2541.0	0.626131444313
ENSFDAG00000031094	468.0	450.0	403.0	549.0	0.0	0.0	1870.0	0.45614973262
ENSFDAG00000031100	847.0	1148.0	1117.0	803.0	0.0	0.0	3915.0	0.578544061303
ENSFDAG00000031106	235.0	426.0	327.0	257.0	0.0	0.0	1245.0	0.604819277108
ENSFDAG00000031113	495.0	503.0	477.0	644.0	0.0	0.0	2119.0	0.462482302973
ENSFDAG00000013971	427.0	851.0	711.0	377.0	0.0	0.0	2366.0	0.660185967878
ENSFDAG00000012581	222.0	352.0	291.0	196.0	0.0	0.0	1061.0	0.60603204524
ENSFDAG00000020978	576.0	809.0	802.0	605.0	0.0	0.0	2792.0	0.577005730659
ENSFDAG00000001951	678.0	1075.0	999.0	666.0	0.0	0.0	3418.0	0.606787595085
ENSFDAG00000007582	870.0	993.0	844.0	1328.0	0.0	0.0	4035.0	0.455266418835
ENSFDAG00000001973	118.0	97.0	101.0	74.0	0.0	0.0	390.0	0.507692307692
ENSFDAG00000004844	1192.0	1038.0	996.0	1296.0	0.0	0.0	4522.0	0.449800973021
ENSFDAG00000015167	323.0	397.0	370.0	491.0	0.0	0.0	1581.0	0.48513598988
ENSFDAG00000018247	699.5	804.0	711.0	980.0	0.0	0.0	3194.5	0.474252621694
ENSFDAG00000018434	679.0	826.0	915.0	514.0	0.0	0.0	2934.0	0.593387866394
ENSFDAG00000031121	94.0	108.0	88.0	92.0	0.0	0.0	382.0	0.513089005236
ENSFDAG00000010126	315.0	383.0	415.0	369.0	0.0	0.0	1482.0	0.538461538462
ENSFDAG00000006508	1587.0	1399.0	1247.0	1950.0	0.0	0.0	6183.0	0.427947598253
ENSFDAG00000031128	136.0	138.0	167.0	113.0	0.0	0.0	554.0	0.550541516245
ENSFDAG00000031136	130.0	166.0	165.0	159.0	0.0	0.0	620.0	0.533870967742
ENSFDAG00000031145	132.0	139.0	161.0	192.0	0.0	0.0	624.0	0.480769230769
ENSFDAG00000004557	16.0	25.0	17.0	8.0	0.0	0.0	66.0	0.636363636364
ENSFDAG00000006976	16.0	27.0	31.0	21.0	0.0	0.0	95.0	0.610526315789
ENSFDAG00000031153	574.0	398.0	391.0	484.0	0.0	0.0	1847.0	0.427179209529
ENSFDAG00000031162	52.0	91.0	78.0	55.0	0.0	0.0	276.0	0.61231884058
ENSFDAG00000031172	327.0	427.0	451.333333333	347.0	0.0	0.0	1552.33333333	0.565814902298
ENSFDAG00000015579	226.0	306.0	280.0	234.0	0.0	0.0	1046.0	0.560229445507
ENSFDAG00000011648	521.0	609.0	611.0	544.0	0.0	0.0	2285.0	0.533916849015
ENSFDAG00000009361	491.5	820.0	760.0	617.5	0.0	0.0	2689.0	0.58757902566
ENSFDAG00000026692	1247.0	838.0	916.0	1305.0	0.0	0.0	4306.0	0.407338597306
ENSFDAG00000006758	679.0	253.0	258.0	269.0	0.0	0.0	1459.0	0.350239890336
ENSFDAG00000018363	296.0	614.0	531.0	302.0	0.0	0.0	1743.0	0.656913367757
ENSFDAG00000017293	268.0	537.0	503.0	297.0	0.0	0.0	1605.0	0.647975077882
ENSFDAG00000006665	324.0	429.0	438.0	318.0	0.0	0.0	1509.0	0.574552683897
ENSFDAG00000001791	349.0	469.0	468.0	253.0	0.0	0.0	1539.0	0.608836907083
ENSFDAG00000011798	524.0	403.0	430.0	529.0	0.0	0.0	1886.0	0.441675503712
ENSFDAG00000009032	708.0	897.0	1077.0	465.0	0.0	0.0	3147.0	0.62726406101
ENSFDAG00000016511	343.0	686.0	720.0	442.0	0.0	0.0	2191.0	0.641716111365
ENSFDAG00000019359	126.0	229.0	259.0	163.0	0.0	0.0	777.0	0.628056628057
ENSFDAG00000019167	249.0	480.0	466.0	248.0	0.0	0.0	1443.0	0.655578655579
ENSFDAG00000017765	265.0	257.0	193.0	334.0	0.0	0.0	1049.0	0.428979980934
ENSFDAG00000016012	47.0	63.0	52.0	57.0	0.0	0.0	219.0	0.525114155251
ENSFDAG00000013000	340.0	539.0	513.0	421.0	0.0	0.0	1813.0	0.580253723111
ENSFDAG00000010459	259.0	354.0	371.0	215.0	0.0	0.0	1199.0	0.604670558799
ENSFDAG00000026695	1048.0	1545.0	1646.0	1283.0	0.0	0.0	5522.0	0.577870336834
ENSFDAG00000016972	207.0	290.0	304.0	192.0	0.0	0.0	993.0	0.598187311178
ENSFDAG00000026697	355.0	400.0	376.0	339.0	0.0	0.0	1470.0	0.527891156463
ENSFDAG00000026702	273.0	475.0	461.0	274.0	0.0	0.0	1483.0	0.631153068105
ENSFDAG00000019077	126.0	271.0	240.0	143.0	0.0	0.0	780.0	0.655128205128
ENSFDAG00000026705	136.5	214.0	186.0	139.0	0.0	0.0	675.5	0.59215396003
ENSFDAG00000020438	348.333333333	656.0	660.666666667	460.333333333	0.0	0.0	2125.33333333	0.619510664994
ENSFDAG00000020935	274.5	291.5	313.0	264.5	0.0	0.0	1143.5	0.528640139921
ENSFDAG00000026710	148.0	170.0	239.0	161.0	0.0	0.0	718.0	0.569637883008
ENSFDAG00000026714	51.0	66.0	79.0	55.0	0.0	0.0	251.0	0.577689243028
ENSFDAG00000009384	1073.0	1483.0	1460.0	1098.0	0.0	0.0	5114.0	0.575479077043
ENSFDAG00000026718	88.0	81.0	110.0	46.0	0.0	0.0	325.0	0.587692307692
ENSFDAG00000026722	202.0	297.0	297.0	207.0	0.0	0.0	1003.0	0.59222333001
ENSFDAG00000002243	87.0	70.0	65.0	74.0	0.0	0.0	296.0	0.456081081081
ENSFDAG00000026724	159.0	231.0	223.0	149.0	0.0	0.0	762.0	0.595800524934
ENSFDAG00000015817	146.0	260.0	261.0	238.0	0.0	0.0	905.0	0.575690607735
ENSFDAG00000008869	366.0	519.0	629.0	355.0	0.0	0.0	1869.0	0.614232209738
ENSFDAG00000007219	252.0	215.0	248.0	205.0	0.0	0.0	920.0	0.503260869565
ENSFDAG00000012743	1115.0	1439.0	1447.0	1300.0	0.0	0.0	5301.0	0.544425580079
ENSFDAG00000026731	543.0	414.0	460.0	438.0	0.0	0.0	1855.0	0.47115902965
ENSFDAG00000026738	118.0	96.0	104.0	84.0	0.0	0.0	402.0	0.497512437811
ENSFDAG00000026744	62.0	77.0	67.0	72.0	0.0	0.0	278.0	0.517985611511
ENSFDAG00000017193	29.0	58.0	65.0	46.0	0.0	0.0	198.0	0.621212121212
ENSFDAG00000011486	250.0	284.0	286.0	268.0	0.0	0.0	1088.0	0.523897058824
ENSFDAG00000005090	44.0	41.0	31.0	33.0	0.0	0.0	149.0	0.48322147651
ENSFDAG00000005079	41.0	40.0	32.0	37.0	0.0	0.0	150.0	0.48
ENSFDAG00000010278	1146.0	842.0	935.0	1012.0	0.0	0.0	3935.0	0.451588310038
ENSFDAG00000027306	270.0	294.0	300.0	241.0	0.0	0.0	1105.0	0.537556561086
ENSFDAG00000027311	104.0	102.0	125.0	110.0	0.0	0.0	441.0	0.514739229025
ENSFDAG00000027317	63.0	57.0	125.0	37.0	0.0	0.0	282.0	0.645390070922
ENSFDAG00000027322	112.5	121.5	108.0	110.5	0.0	0.0	452.5	0.507182320442
ENSFDAG00000014817	310.0	360.0	408.0	327.0	0.0	0.0	1405.0	0.546619217082
ENSFDAG00000009862	303.0	400.0	421.0	430.0	0.0	0.0	1554.0	0.528314028314
ENSFDAG00000027329	56.0	75.0	90.0	73.0	0.0	0.0	294.0	0.561224489796
ENSFDAG00000027334	292.0	490.0	442.0	333.0	0.0	0.0	1557.0	0.598587026333
ENSFDAG00000027338	133.0	209.0	175.0	121.0	18.0	0.0	656.0	0.585365853659
ENSFDAG00000027342	892.0	817.0	996.0	875.0	28.0	0.0	3608.0	0.502494456763
ENSFDAG00000027349	615.0	673.0	651.0	631.0	0.0	0.0	2570.0	0.515175097276
ENSFDAG00000007034	1021.0	923.0	975.0	1050.0	0.0	0.0	3969.0	0.478206097254
ENSFDAG00000027354	203.5	251.5	268.0	200.5	0.0	0.0	923.5	0.562533838657
ENSFDAG00000013946	623.0	716.0	645.0	716.0	0.0	0.0	2700.0	0.504074074074
ENSFDAG00000021233	100.0	175.0	126.0	151.0	0.0	0.0	552.0	0.545289855072
ENSFDAG00000006554	882.0	1169.0	1096.0	887.0	0.0	0.0	4034.0	0.561477441745
ENSFDAG00000021254	1306.0	1846.0	1744.0	1627.0	0.0	0.0	6523.0	0.550360263682
ENSFDAG00000027360	151.0	160.0	150.0	127.0	0.0	0.0	588.0	0.527210884354
ENSFDAG00000027366	345.0	433.0	327.0	383.0	0.0	0.0	1488.0	0.510752688172
ENSFDAG00000021096	152.0	362.0	349.0	196.0	0.0	0.0	1059.0	0.671388101983
ENSFDAG00000014042	362.0	355.0	390.0	348.0	0.0	0.0	1455.0	0.512027491409
ENSFDAG00000017738	958.25	986.5	963.0	872.25	0.0	0.0	3780.0	0.515740740741
ENSFDAG00000027371	402.5	496.0	421.5	415.0	0.0	0.0	1735.0	0.528818443804
ENSFDAG00000027382	141.0	215.0	180.0	147.0	0.0	0.0	683.0	0.578330893119
ENSFDAG00000016931	1163.0	1148.5	1240.0	1076.0	0.0	0.0	4627.5	0.516153430578
ENSFDAG00000027390	196.0	125.0	135.0	149.0	0.0	0.0	605.0	0.429752066116
ENSFDAG00000005989	869.0	931.0	950.0	899.0	0.0	0.0	3649.0	0.515483694163
ENSFDAG00000027397	340.0	271.0	302.0	315.0	0.0	0.0	1228.0	0.46661237785
ENSFDAG00000027405	186.0	115.0	117.0	146.0	0.0	0.0	564.0	0.41134751773
ENSFDAG00000014750	131.0	101.0	136.0	73.0	0.0	0.0	441.0	0.537414965986
ENSFDAG00000012115	463.0	506.0	431.0	491.0	0.0	0.0	1891.0	0.495505023797
ENSFDAG00000027415	59.0	45.0	50.0	59.0	0.0	0.0	213.0	0.446009389671
ENSFDAG00000002177	27.0	26.0	33.0	22.0	0.0	0.0	108.0	0.546296296296
ENSFDAG00000027421	67.0	64.0	55.0	94.0	0.0	0.0	280.0	0.425
ENSFDAG00000020369	502.0	399.0	382.0	402.0	0.0	0.0	1685.0	0.46350148368
ENSFDAG00000032065	156.0	120.0	92.0	122.0	0.0	0.0	490.0	0.432653061224
ENSFDAG00000032072	102.0	113.0	121.0	110.0	0.0	0.0	446.0	0.52466367713
ENSFDAG00000032085	95.0	155.5	145.5	119.5	47.0	0.0	562.5	0.535111111111
ENSFDAG00000007441	135.0	132.0	139.0	80.0	0.0	0.0	486.0	0.557613168724
ENSFDAG00000032102	329.5	324.5	319.0	309.0	0.0	0.0	1282.0	0.501950078003
ENSFDAG00000012650	552.0	607.0	555.0	527.0	0.0	0.0	2241.0	0.518518518519
ENSFDAG00000032122	283.0	377.0	337.0	373.0	0.0	0.0	1370.0	0.521167883212
ENSFDAG00000032138	111.0	86.0	81.0	86.0	0.0	0.0	364.0	0.458791208791
ENSFDAG00000032023	555.0	578.333333333	542.666666667	628.0	0.0	0.0	2304.0	0.486545138889
ENSFDAG00000032147	1115.0	583.0	700.0	807.0	0.0	0.0	3205.0	0.40031201248
ENSFDAG00000006525	206.0	242.0	275.0	222.0	80.0	0.0	1025.0	0.504390243902
ENSFDAG00000032152	296.0	204.5	208.0	243.0	0.0	0.0	951.5	0.433526011561
ENSFDAG00000032165	94.5	70.0	71.5	87.5	0.0	0.0	323.5	0.437403400309
ENSFDAG00000032181	50.0	100.0	54.0	74.0	0.0	0.0	278.0	0.553956834532
ENSFDAG00000032191	62.0	60.0	52.0	89.0	0.0	0.0	263.0	0.425855513308
ENSFDAG00000032198	180.333333333	211.666666667	174.666666667	166.666666667	0.0	0.0	733.333333333	0.526818181818
ENSFDAG00000002174	32.0	21.0	22.0	31.0	0.0	0.0	106.0	0.405660377358
ENSFDAG00000005846	1082.0	825.0	980.0	989.0	0.0	0.0	3876.0	0.46568627451
ENSFDAG00000021034	329.0	300.0	288.5	361.0	0.0	0.0	1278.5	0.460305044975
ENSFDAG00000032204	86.0	88.0	112.0	68.0	0.0	0.0	354.0	0.564971751412
ENSFDAG00000018431	449.0	460.0	444.0	381.0	0.0	0.0	1734.0	0.521337946943
ENSFDAG00000027747	802.0	649.0	839.0	772.0	0.0	0.0	3062.0	0.485956890921
ENSFDAG00000027750	514.0	520.0	479.0	476.0	0.0	0.0	1989.0	0.502262443439
ENSFDAG00000027753	261.0	217.0	253.0	288.333333333	0.0	0.0	1019.33333333	0.461085676913
ENSFDAG00000027759	64.0	57.0	69.0	59.0	0.0	0.0	249.0	0.506024096386
ENSFDAG00000027762	75.0	95.0	96.0	100.0	0.0	0.0	366.0	0.521857923497
ENSFDAG00000011110	307.0	252.0	292.0	184.0	0.0	0.0	1035.0	0.525603864734
ENSFDAG00000027764	50.0	48.0	54.0	58.0	0.0	0.0	210.0	0.485714285714
ENSFDAG00000027766	119.0	112.0	101.0	118.0	0.0	0.0	450.0	0.473333333333
ENSFDAG00000027768	195.0	133.666666667	144.666666667	161.666666667	0.0	0.0	635.0	0.438320209974
ENSFDAG00000027778	367.0	236.0	232.0	298.0	0.0	0.0	1133.0	0.41306266549
ENSFDAG00000027783	570.0	471.0	407.0	464.0	0.0	0.0	1912.0	0.459205020921
ENSFDAG00000027787	80.0	79.0	82.0	85.0	0.0	0.0	326.0	0.493865030675
ENSFDAG00000012104	886.75	798.25	798.0	616.0	0.0	0.0	3099.0	0.515085511455
ENSFDAG00000005219	21.0	22.0	28.0	19.0	0.0	0.0	90.0	0.555555555556
ENSFDAG00000027792	176.0	123.0	137.0	207.0	0.0	0.0	643.0	0.404354587869
ENSFDAG00000027798	112.0	125.0	104.0	126.0	0.0	0.0	467.0	0.490364025696
ENSFDAG00000027802	86.0	113.0	116.0	96.0	0.0	0.0	411.0	0.557177615572
ENSFDAG00000001196	52.0	26.0	47.0	65.0	0.0	0.0	190.0	0.384210526316
ENSFDAG00000020755	36.0	22.0	23.0	26.0	0.0	0.0	107.0	0.420560747664
ENSFDAG00000027805	54.0	47.0	42.0	48.0	0.0	0.0	191.0	0.465968586387
ENSFDAG00000027809	111.0	45.0	62.0	60.0	0.0	0.0	278.0	0.384892086331
ENSFDAG00000004966	44.0	44.0	36.0	41.0	0.0	0.0	165.0	0.484848484848
ENSFDAG00000016298	2932.5	2500.0	2537.5	2900.5	0.0	0.0	10870.5	0.463410146727
ENSFDAG00000029983	136.0	79.0	74.0	120.0	0.0	0.0	409.0	0.374083129584
ENSFDAG00000029987	133.0	137.0	122.0	175.0	0.0	0.0	567.0	0.456790123457
ENSFDAG00000029995	69.0	77.0	58.0	81.0	0.0	0.0	285.0	0.473684210526
ENSFDAG00000030001	244.0	234.0	255.0	234.0	0.0	0.0	967.0	0.505687693899
ENSFDAG00000004424	94.0	83.0	79.0	96.0	0.0	0.0	352.0	0.460227272727
ENSFDAG00000027674	121.0	117.0	133.0	110.0	0.0	0.0	481.0	0.519750519751
ENSFDAG00000027681	402.0	246.0	266.0	370.0	0.0	0.0	1284.0	0.398753894081
ENSFDAG00000027687	204.0	89.0	103.0	166.0	0.0	0.0	562.0	0.341637010676
ENSFDAG00000027693	58.0	40.0	45.0	57.0	0.0	0.0	200.0	0.425
ENSFDAG00000027697	59.0	67.0	78.0	81.0	0.0	0.0	285.0	0.508771929825
ENSFDAG00000027702	110.333333333	69.0	56.3333333333	87.3333333333	0.0	0.0	323.0	0.388028895769
ENSFDAG00000027706	262.0	136.0	191.0	203.0	0.0	0.0	792.0	0.412878787879
ENSFDAG00000027708	232.0	141.0	132.0	178.0	0.0	0.0	683.0	0.399707174231
ENSFDAG00000019050	1194.0	821.0	793.0	1196.0	0.0	0.0	4004.0	0.403096903097
ENSFDAG00000027712	193.0	140.0	157.0	190.0	0.0	0.0	680.0	0.436764705882
ENSFDAG00000027717	182.0	216.0	281.0	224.0	0.0	0.0	903.0	0.550387596899
ENSFDAG00000027720	232.0	187.0	158.0	204.0	0.0	0.0	781.0	0.441741357234
ENSFDAG00000027722	182.0	91.0	144.0	105.0	0.0	0.0	522.0	0.450191570881
ENSFDAG00000002233	820.333333333	747.333333333	855.333333333	693.0	0.0	0.0	3116.0	0.51433461703
ENSFDAG00000027723	253.0	176.0	153.0	208.0	0.0	0.0	790.0	0.416455696203
ENSFDAG00000016373	645.0	428.0	358.0	675.0	0.0	0.0	2106.0	0.373219373219
ENSFDAG00000009835	3487.0	2935.0	2739.0	3661.0	0.0	0.0	12822.0	0.442520667603
ENSFDAG00000006933	318.0	233.0	232.5	334.5	0.0	0.0	1118.0	0.416368515206
ENSFDAG00000016583	572.0	361.0	438.0	541.0	0.0	0.0	1912.0	0.417887029289
ENSFDAG00000010304	623.0	518.0	541.0	623.0	0.0	0.0	2305.0	0.459436008677
ENSFDAG00000029496	225.5	216.0	192.0	292.0	0.0	0.0	925.5	0.440842787682
ENSFDAG00000018411	82.0	29.0	51.0	51.0	0.0	0.0	213.0	0.37558685446
ENSFDAG00000029505	188.0	101.0	123.0	187.0	0.0	0.0	599.0	0.373956594324
ENSFDAG00000029511	419.0	335.0	403.0	391.0	0.0	0.0	1548.0	0.476744186047
ENSFDAG00000029514	226.0	239.0	196.0	235.0	0.0	0.0	896.0	0.485491071429
ENSFDAG00000014789	117.0	88.0	78.0	87.0	0.0	0.0	370.0	0.448648648649
ENSFDAG00000029519	36.0	52.0	38.0	63.0	0.0	0.0	189.0	0.47619047619
ENSFDAG00000029522	100.0	160.0	133.0	106.0	0.0	0.0	499.0	0.587174348697
ENSFDAG00000029525	62.0	73.0	67.0	63.0	0.0	0.0	265.0	0.528301886792
ENSFDAG00000029527	64.0	56.0	77.0	55.0	0.0	0.0	252.0	0.527777777778
ENSFDAG00000009137	827.0	563.0	606.0	945.0	0.0	0.0	2941.0	0.397483849031
ENSFDAG00000029529	123.0	147.0	139.0	152.0	0.0	0.0	561.0	0.509803921569
ENSFDAG00000005583	521.0	399.0	410.0	442.0	0.0	0.0	1772.0	0.456546275395
ENSFDAG00000016143	448.0	354.0	405.0	396.0	0.0	0.0	1603.0	0.473487211478
ENSFDAG00000018246	661.0	480.0	504.5	788.5	0.0	0.0	2434.0	0.404478225144
ENSFDAG00000029533	72.0	103.0	104.0	90.0	0.0	0.0	369.0	0.560975609756
ENSFDAG00000029537	157.0	179.0	201.0	158.0	0.0	0.0	695.0	0.546762589928
ENSFDAG00000029538	158.0	74.0	98.0	163.0	0.0	0.0	493.0	0.348884381339
ENSFDAG00000006667	1700.0	982.0	1103.0	1635.0	0.0	0.0	5420.0	0.384686346863
ENSFDAG00000002234	562.0	579.0	470.0	825.0	0.0	0.0	2436.0	0.430623973727
ENSFDAG00000000348	153.0	107.0	77.0	166.0	0.0	0.0	503.0	0.365805168986
ENSFDAG00000008991	749.0	421.0	449.0	613.0	0.0	0.0	2232.0	0.389784946237
ENSFDAG00000000451	1797.0	1081.0	1090.0	1691.0	0.0	0.0	5659.0	0.383636684927
ENSFDAG00000020269	36.0	22.0	24.0	25.0	0.0	0.0	107.0	0.429906542056
ENSFDAG00000015031	143.0	113.0	146.0	158.0	0.0	0.0	560.0	0.4625
ENSFDAG00000007917	3208.0	2630.0	2649.0	3504.0	0.0	0.0	11991.0	0.440246851806
ENSFDAG00000005251	20.0	12.0	16.0	27.0	0.0	0.0	75.0	0.373333333333
ENSFDAG00000001868	22.0	16.0	20.0	29.0	0.0	0.0	87.0	0.413793103448
ENSFDAG00000005248	35.0	25.0	28.0	32.0	0.0	0.0	120.0	0.441666666667
ENSFDAG00000000137	39.0	22.0	19.0	27.0	0.0	0.0	107.0	0.383177570093
ENSFDAG00000005026	484.0	428.0	552.0	438.0	0.0	0.0	1902.0	0.515247108307
ENSFDAG00000002493	28.0	18.0	19.0	31.0	0.0	0.0	96.0	0.385416666667
ENSFDAG00000017855	625.0	298.333333333	356.0	484.0	0.0	0.0	1763.33333333	0.371077504726
ENSFDAG00000004881	37.0	20.0	32.0	54.0	0.0	0.0	143.0	0.363636363636
ENSFDAG00000004007	66.0	62.0	60.0	100.0	0.0	0.0	288.0	0.423611111111
ENSFDAG00000019791	319.0	402.0	425.0	291.0	0.0	0.0	1437.0	0.575504523312
ENSFDAG00000031084	121.0	106.0	105.0	128.0	0.0	0.0	460.0	0.458695652174
ENSFDAG00000031092	86.0	62.0	47.0	76.0	0.0	0.0	271.0	0.40221402214
ENSFDAG00000018006	523.0	404.0	381.0	596.0	0.0	0.0	1904.0	0.412289915966
ENSFDAG00000015201	43.0	23.0	20.0	22.0	0.0	0.0	108.0	0.398148148148
ENSFDAG00000017068	875.0	955.0	851.0	1015.0	0.0	0.0	3696.0	0.488636363636
ENSFDAG00000016458	563.0	510.0	563.0	511.0	0.0	0.0	2147.0	0.499767116907
ENSFDAG00000009111	269.0	245.0	214.0	215.0	0.0	0.0	943.0	0.486744432662
ENSFDAG00000004855	33.0	28.0	28.0	43.0	0.0	0.0	132.0	0.424242424242
ENSFDAG00000008814	538.5	822.0	777.5	642.5	0.0	0.0	2780.5	0.575256248876
ENSFDAG00000012933	731.0	623.0	591.0	542.0	0.0	0.0	2487.0	0.48813831926
ENSFDAG00000007969	305.0	331.0	296.0	532.0	39.0	0.0	1503.0	0.417165668663
ENSFDAG00000018728	57.0	62.0	39.0	76.0	0.0	0.0	234.0	0.431623931624
ENSFDAG00000031097	39.0	51.0	47.0	69.0	0.0	0.0	206.0	0.47572815534
ENSFDAG00000009547	260.0	127.0	259.0	224.0	0.0	0.0	870.0	0.44367816092
ENSFDAG00000020421	293.0	353.0	384.0	230.0	0.0	0.0	1260.0	0.584920634921
ENSFDAG00000031102	94.0	89.0	82.0	92.0	0.0	0.0	357.0	0.478991596639
ENSFDAG00000014841	480.0	439.0	398.0	529.0	0.0	0.0	1846.0	0.453412784399
ENSFDAG00000000618	36.0	21.0	28.0	32.0	0.0	0.0	117.0	0.418803418803
ENSFDAG00000028676	93.0	71.0	63.0	91.0	0.0	0.0	318.0	0.421383647799
ENSFDAG00000007257	998.0	646.0	583.0	939.0	0.0	0.0	3166.0	0.388186986734
ENSFDAG00000028680	196.5	182.0	220.5	129.0	0.0	0.0	728.0	0.552884615385
ENSFDAG00000028686	70.0	100.0	47.0	59.0	0.0	0.0	276.0	0.532608695652
ENSFDAG00000013330	642.0	562.0	559.0	514.0	0.0	0.0	2277.0	0.492314448836
ENSFDAG00000020592	689.0	493.0	515.0	658.0	0.0	0.0	2355.0	0.428025477707
ENSFDAG00000011080	180.0	91.0	122.0	129.0	0.0	0.0	522.0	0.408045977011
ENSFDAG00000028692	92.5	93.5	87.0	116.0	0.0	0.0	389.0	0.464010282776
ENSFDAG00000028706	154.0	120.0	88.0	97.0	0.0	0.0	459.0	0.453159041394
ENSFDAG00000028710	138.0	178.0	186.0	149.0	0.0	0.0	651.0	0.559139784946
ENSFDAG00000028715	133.5	145.5	84.5	222.5	0.0	0.0	586.0	0.392491467577
ENSFDAG00000028721	95.0	69.0	76.0	87.0	0.0	0.0	327.0	0.443425076453
ENSFDAG00000002199	81.0	84.0	82.0	94.0	0.0	0.0	341.0	0.486803519062
ENSFDAG00000001501	91.0	90.0	72.0	75.0	0.0	0.0	328.0	0.493902439024
ENSFDAG00000028725	143.0	135.0	108.0	154.0	0.0	0.0	540.0	0.45
ENSFDAG00000015259	703.0	460.0	529.0	696.0	0.0	0.0	2388.0	0.414154103853
ENSFDAG00000028729	115.0	142.0	113.0	108.0	0.0	0.0	478.0	0.533472803347
ENSFDAG00000016137	579.0	425.0	357.0	537.0	0.0	0.0	1898.0	0.412012644889
ENSFDAG00000028733	106.5	184.5	182.5	124.0	0.0	0.0	597.5	0.614225941423
ENSFDAG00000008679	221.0	173.0	160.0	267.0	0.0	0.0	821.0	0.405602923264
ENSFDAG00000028736	185.0	151.0	179.0	117.0	0.0	0.0	632.0	0.522151898734
ENSFDAG00000013628	1113.0	918.0	932.0	1223.0	0.0	0.0	4186.0	0.441949354993
ENSFDAG00000028739	419.0	478.0	423.0	547.0	0.0	0.0	1867.0	0.482592394215
ENSFDAG00000010588	825.0	524.0	514.0	791.0	0.0	0.0	2654.0	0.391107761869
ENSFDAG00000000742	834.5	632.5	593.0	887.5	0.0	0.0	2947.5	0.415776081425
ENSFDAG00000015589	671.0	459.333333333	374.333333333	630.666666667	0.0	0.0	2135.33333333	0.390415235717
ENSFDAG00000024681	337.0	229.0	242.0	242.0	0.0	0.0	1050.0	0.448571428571
ENSFDAG00000015158	429.8	464.6	453.4	437.4	0.0	0.0	1785.2	0.514228097692
ENSFDAG00000002232	1928.0	1390.0	1477.0	1879.0	0.0	0.0	6674.0	0.429577464789
ENSFDAG00000020541	931.0	552.0	644.0	811.0	0.0	0.0	2938.0	0.407079646018
ENSFDAG00000012077	381.0	189.0	231.0	307.0	0.0	0.0	1108.0	0.379061371841
ENSFDAG00000000526	25.0	20.0	23.0	39.0	0.0	0.0	107.0	0.401869158879
ENSFDAG00000024682	43.0	45.0	77.0	67.0	0.0	0.0	232.0	0.525862068966
ENSFDAG00000007007	78.0	82.0	99.0	96.0	0.0	0.0	355.0	0.50985915493
ENSFDAG00000015391	480.0	504.5	575.5	486.0	0.0	0.0	2046.0	0.527859237537
ENSFDAG00000018976	866.5	691.0	721.0	809.5	0.0	0.0	3088.0	0.45725388601
ENSFDAG00000024683	374.0	287.0	320.0	380.0	0.0	0.0	1361.0	0.445995591477
ENSFDAG00000010238	1609.0	984.0	918.0	1358.0	0.0	0.0	4869.0	0.390634627234
ENSFDAG00000024684	548.0	383.0	419.0	543.0	0.0	0.0	1893.0	0.423666138405
ENSFDAG00000024685	526.0	451.0	453.0	659.0	0.0	0.0	2089.0	0.432742939205
ENSFDAG00000024686	179.5	146.5	168.5	170.0	0.0	0.0	664.5	0.474040632054
ENSFDAG00000019945	937.0	665.0	591.0	846.0	0.0	0.0	3039.0	0.41329384666
ENSFDAG00000001550	81.0	63.0	73.0	69.0	0.0	0.0	286.0	0.475524475524
ENSFDAG00000005576	2270.0	1176.0	1524.0	2409.0	0.0	0.0	7379.0	0.365903238921
ENSFDAG00000015090	305.0	231.0	207.0	415.0	0.0	0.0	1158.0	0.378238341969
ENSFDAG00000000289	38.0	20.0	17.0	31.0	0.0	0.0	106.0	0.349056603774
ENSFDAG00000024687	69.0	67.0	77.0	62.0	0.0	0.0	275.0	0.523636363636
ENSFDAG00000024688	95.0	42.0	69.0	50.0	0.0	0.0	256.0	0.43359375
ENSFDAG00000024689	151.0	130.0	155.0	190.0	0.0	0.0	626.0	0.455271565495
ENSFDAG00000004649	30.0	28.0	29.0	39.0	0.0	0.0	126.0	0.452380952381
ENSFDAG00000016224	546.0	382.0	341.0	566.0	0.0	0.0	1835.0	0.394005449591
ENSFDAG00000004668	33.0	40.0	26.0	26.0	0.0	0.0	125.0	0.528
ENSFDAG00000023382	243.666666667	266.0	247.0	219.666666667	0.0	0.0	976.333333333	0.525435302151
